,gender,hit_answered_date,hit_creation_date,household_income,household_size,location_city,location_country,location_region,marital_status,post_to_completion_secs,worker_id,year_of_birth,Age
1176,female,18:46.4,18:14.0,"$15,000-$24,999",2,elmira,US,ny,divorced,32,5d9fee97785bf58fb5ecfdea25c58835,1986,30
1177,female,03:29.7,33:13.0,"$40,000-$59,999",4,houston,US,tx,married,1816,fe67d6ab6fee8b7608bea82b44c078d1,1968,48
1178,female,52:55.6,48:15.0,"$25,000-$39,999",4,evansville,US,in,married,280,210936e937c57dbddacd7da8a39bcc35,1985,31
1179,male,50:31.9,33:12.0,"$100,000 or more",5+,grovetown,US,ga,married,4639,20baf7e2aad4873f44619a7c85ca0e2b,1980,36
1180,male,22:08.1,18:18.0,"$75,000-$99,999",4,stockton,US,ca,single,230,1374a364eed28e0b79bf1ff2ff8f0eb3,1998,18
1181,male,53:24.5,48:14.0,"$60,000-$74,999",1,malvern,US,pa,divorced,310,a2efd3bfd486a16864a7561b29e57525,1971,45
1182,male,26:26.4,18:12.0,"$60,000-$74,999",1,indianapolis,US,in,single,494,0e381a3fe571277804c1657eab5659b0,1986,30
1183,female,17:17.0,03:12.0,"$40,000-$59,999",2,vancouver,CA,bc,single,845,cd532132dbd740d745d6820eb9605c20,1988,28
1184,female,54:03.2,48:12.0,"$75,000-$99,999",4,gainesville,US,fl,married,351,57a6119ce16b8d1789abc83bf48bf888,1977,39
1185,male,44:41.8,33:12.0,"$40,000-$59,999",4,elizabethtown,US,ky,married,689,6b254fc0f93d14cca9c04f1d9e6b9079,1982,34
1186,female,20:29.8,18:12.0,"$100,000 or more",4,tinley park,US,il,married,137,63ddf95fcfef73034e99c72509f8b3a8,1972,44
1187,female,07:20.9,03:12.0,"$15,000-$24,999",2,tulsa,US,ok,cohabitating,248,f1525b3a87d76bd81dfabf6bcd38794d,1990,26
1188,male,54:07.7,48:12.0,"$60,000-$74,999",2,lancaster,US,pa,married,355,37ee10d76e27f78ded9228f2d9362907,1980,36
1189,female,47:23.0,03:23.0,"$100,000 or more",4,iowa city,US,ia,single,2639,861d1fc25e6b7666c1dfe263c2527b09,1995,21
1190,male,35:38.5,33:23.0,"$40,000-$59,999",2,miami,US,fl,single,135,846f3d245b44ead62ff73aeea2e546ed,1977,39
1191,female,19:12.2,18:10.0,"$25,000-$39,999",4,manassas,US,va,married,62,d85580635d0e69a81f7d5c59a81abc9c,1964,52
1192,male,49:03.3,48:18.0,"$100,000 or more",2,attleboro,US,ma,cohabitating,45,10a35fd292d37e8fd982f77d5a63c707,1990,26
1193,female,40:04.1,33:13.0,"$15,000-$24,999",1,portland,US,or,divorced,411,37570ba8cc051d012503d17e1b96c9ef,1962,54
1194,male,19:55.9,18:11.0,"$60,000-$74,999",4,springfield,US,mo,single,104,dbbd1203671b2871863185a49f3ad387,1994,22
1195,male,07:35.2,03:12.0,"$40,000-$59,999",3,cleveland,US,oh,married,263,b01b2449f2f567b68838999dc79f4ee0,1976,40
1196,female,54:44.0,33:14.0,"$100,000 or more",5+,indianapolis,US,in,married,4889,4b04771c75fbe75b4a4d5e1aca22f0e9,1974,42
1197,male,50:38.1,48:11.0,"$10,000-$14,999",4,chennai,IN,tn,single,147,761892473d3898b3760f04bc5a562349,1995,21
1198,male,34:15.8,33:12.0,"Less than $10,000",4,iasi,RO,is,single,63,73b5939c00aeb69e19cb37205fac6f54,1997,19
1199,female,26:50.6,03:18.0,"$60,000-$74,999",3,dartmouth,CA,ns,married,5012,b08697fdcf8b86dd6849fd783db0b104,1952,64
1200,female,26:49.6,,"$60,000-$74,999",3,dartmouth,CA,ns,married,,b08697fdcf8b86dd6849fd783db0b104,1952,64
1201,female,23:51.4,18:17.0,"$40,000-$59,999",4,zephyrhills,US,fl,cohabitating,3934,ee4663e6e5aca11c27b2322a19676915,1979,37
1202,female,23:00.5,18:21.0,"$100,000 or more",4,oxford,US,mi,married,279,2c149a6e4c6127191f742d4e92f10930,1968,48
1203,male,05:20.8,03:16.0,"$15,000-$24,999",5+,plattsburgh,US,ny,cohabitating,124,c7f64e1299f3a9ac39fe77b5e4103bfa,1989,27
1204,female,52:34.5,48:16.0,"$75,000-$99,999",4,west milford,US,nj,married,258,ec2b34e7f702dd4e0ac40c38dbd77dbb,1990,26
1205,male,49:43.6,48:15.0,"$75,000-$99,999",1,inver grove heights,US,mn,single,88,137a53950c312a1d150fc0e5471a9d64,1976,40
1206,male,34:45.5,33:14.0,"$60,000-$74,999",1,oak harbor,US,oh,single,91,5fab8eee0e51f00dc79f3e3ac71c6a1c,1976,40
1207,male,21:02.3,18:14.0,"$10,000-$14,999",4,san clemente,US,ca,cohabitating,168,8b51df3614a9649b3afd58797ae60a51,1995,21
1208,male,13:08.8,,"$40,000-$59,999",1,mcdonough,US,ga,single,,a291fa68a72f57e4afff317e215383ba,1992,24
1209,male,09:58.7,03:15.0,"$60,000-$74,999",4,waldorf,US,md,single,403,f8e50d03683365968e692b095d3053e4,1993,23
1210,male,49:17.3,48:14.0,"$10,000-$14,999",4,kolkata,IN,wb,married,63,e6be00eb50347f7073f1d003218f31b4,1980,36
1211,female,34:06.9,33:16.0,"$25,000-$39,999",2,hammond,US,la,single,50,12a92e7425f61d9a8091df32dd1f208f,1979,37
1212,male,23:28.3,18:17.0,"$40,000-$59,999",3,dallas,US,tx,married,311,76463fc882a0e415ced88ffa5bd3376d,1978,38
1213,male,07:07.6,03:14.0,"$100,000 or more",2,santa clarita,US,ca,married,233,853ef0847216f86d28343e4025c9980c,1981,35
1214,female,51:53.0,48:23.0,"$25,000-$39,999",1,santa barbara,US,ca,single,209,7fc4253f18b03003f2e4c973b460b405,1953,63
1215,male,35:47.0,33:19.0,"$15,000-$24,999",5+,varanasi,IN,up,married,147,9627b47a5bac30c4e04b84beecddb556,1985,31
1216,male,19:40.7,18:20.0,"Less than $10,000",2,ahmedabad,IN,gj,married,80,e654a3ca2191cc2a6a2a143570b62188,1954,62
1217,female,17:14.9,03:20.0,"$10,000-$14,999",4,chennai,IN,tn,single,834,37a5732e5d5e9d55951a5b611b7ef93f,1994,22
1218,male,07:25.0,03:14.0,"$25,000-$39,999",2,sparta,US,tn,married,3850,d9516fa54914637df494d25ac1619cae,1953,63
1219,female,52:03.6,,"$75,000-$99,999",2,peabody,US,ma,married,,5c0ade6f9baea525f70d272c9b67e4ea,1986,30
1220,female,52:00.4,48:13.0,"$75,000-$99,999",2,peabody,US,ma,married,227,5c0ade6f9baea525f70d272c9b67e4ea,1986,30
1221,male,37:16.6,33:14.0,"$40,000-$59,999",2,rio de janeiro,BR,rj,married,242,4e44f61aac2df64a41e0399061010fab,1980,36
1222,female,33:44.7,48:13.0,"$75,000-$99,999",5+,marietta,US,ga,single,2731,ac5d1874e9d6a1cdf80adcd2c88c4404,1978,38
1223,male,20:57.7,,"$40,000-$59,999",5+,houston,US,tx,single,,d66f3b4807095d776ff66c136e3c752e,1984,32
1224,female,19:02.9,18:12.0,"$60,000-$74,999",5+,lexington,US,ma,married,50,8c8fda6def8fbc171018b8794090bfb5,1984,32
1225,male,36:52.6,33:12.0,"$10,000-$14,999",5+,maracaibo,VE,v,married,220,02d84ae34ceaca216f2eb63e9167de67,1985,31
1226,female,24:37.5,18:13.0,"$15,000-$24,999",3,blagnac,FR,n,single,384,38e5a172291b130e9fe921f530509a94,1985,31
1227,female,18:51.6,03:14.0,"$25,000-$39,999",2,clarks summit,US,pa,married,937,63e88e0b6b7d8f79cc42fd603fb0ac5f,1981,35
1228,female,07:15.3,48:11.0,"$15,000-$24,999",4,wan chai,HK,?,married,1144,4dcacd60d72c26e7bac6b309162c8b82,1985,31
1229,female,38:15.9,33:13.0,"$40,000-$59,999",2,indianapolis,US,in,married,302,d85a86ae8735d700af0547d032f54c56,1987,29
1230,female,31:23.0,18:12.0,"$40,000-$59,999",4,decatur,US,in,married,4390,6b01b8cf76d07ef43aceba3ce2096d9d,1973,43
1231,female,24:46.0,18:12.0,"$10,000-$14,999",5+,chennai,IN,tn,married,393,e3911303803f2167a9a6a3d29230d9b0,1981,35
1232,female,20:01.3,03:13.0,"$15,000-$24,999",2,watsontown,US,pa,divorced,1008,f5897a5c69cd5c423a68fa0197ee0494,1985,31
1233,male,58:12.9,48:11.0,"$75,000-$99,999",2,south jordan,US,ut,married,601,48f75670d72ca7fb7087c628a8062fa1,1986,30
1234,female,45:43.6,33:11.0,"$10,000-$14,999",3,thiruvananthapuram,IN,kl,single,752,59ada2997b77c9733767bc60968c08dd,1975,41
1235,male,20:49.7,03:10.0,"$60,000-$74,999",4,london,GB,eng,single,1059,fca0434ec5b03013c998a4637e7e9186,1983,33
1236,female,03:13.7,48:11.0,"$40,000-$59,999",5+,virginia beach,US,va,married,4502,b5c88f18a5c6ccce8bac46b06f24c308,1986,30
1237,male,50:48.3,48:10.0,"$15,000-$24,999",5+,koper,SI,?,engaged,158,66d19a81719ba09fa1a29d6ad3e321a0,1997,19
1238,male,38:06.5,33:13.0,"$40,000-$59,999",3,council bluffs,US,ia,cohabitating,293,1465ac40678b4400fa527d30d532f5b0,1974,42
1239,male,23:09.1,18:11.0,"$60,000-$74,999",2,coimbatore,IN,tn,married,298,a652a810a9d322e4b8ed98095b89eb01,1992,24
1240,female,07:24.2,03:11.0,"$75,000-$99,999",4,cleveland,US,oh,married,253,14d8eb3c4acad7c91123ea585ce06a10,1977,39
1241,male,47:18.9,03:12.0,"$25,000-$39,999",3,hallandale beach,US,fl,single,2646,788cc1b2b15bcc833f69d13f9a90d0e5,1992,24
1242,male,41:55.7,33:12.0,"Less than $10,000",3,?,IN,?,married,523,ebdfb487484619ed44f797fbda4cd4ee,1987,29
1243,male,32:34.3,18:11.0,"Less than $10,000",4,chennai,IN,tn,married,863,1aafef32da0f466c0316625cb0bfb7a1,1981,35
1244,male,12:19.1,03:11.0,"$10,000-$14,999",4,hyderabad,IN,ap,married,4148,e56819caf535fbd31771653520ed9db6,1980,36
1245,female,49:20.7,48:11.0,"$40,000-$59,999",1,washington,US,dc,single,69,88e78080814f9ab439b49ff22a7f2655,1988,28
1246,male,34:07.0,33:12.0,"Less than $10,000",5+,chennai,IN,tn,married,54,0523ef84fc8d167c2e81e0394e57f20e,1980,36
1247,female,20:10.7,18:11.0,"$40,000-$59,999",2,san diego,US,ca,married,119,ab3146c7dfe5246541e39a5fa7805a5a,1985,31
1248,male,58:41.0,48:10.0,"$25,000-$39,999",5+,?,LK,?,single,631,d0ecf704ea2c65d0ab8714932bc4a86d,1996,20
1249,male,34:40.2,33:11.0,"$40,000-$59,999",1,seattle,US,wa,single,89,1d3751535c8b9bced9c7dd6f4e5683db,1969,47
1250,male,25:31.8,18:11.0,"$60,000-$74,999",3,forked river,US,nj,single,440,f827b11027188e4c5dfa252252dcd390,1994,22
1251,male,05:06.4,03:12.0,"$10,000-$14,999",1,los angeles,US,ca,single,114,99d7099f5cc0d8b6d7bb592b4a6aa0df,1992,24
1252,male,51:32.4,33:11.0,"$15,000-$24,999",1,fredericksburg,US,va,single,1101,c929f33d1051124f74344c0f0530f2ae,1981,35
1253,female,48:55.8,48:12.0,"$40,000-$59,999",3,ransomville,US,ny,single,43,632ab9cbb87a7510093717de94c2334b,1988,28
1254,male,42:47.3,33:12.0,"$25,000-$39,999",3,pottstown,US,pa,single,4175,5825733c9a1d204ed354df30500325e5,1972,44
1255,female,21:16.9,18:11.0,"$75,000-$99,999",2,terre haute,US,in,married,185,c694734f03da7cf4f8efd83dea5be2fd,1942,74
1256,female,10:45.7,03:14.0,"$10,000-$14,999",3,new york,US,ny,divorced,451,c746c9e21ad61c25e8e6dd9a41658ddf,1992,24
1257,female,54:08.9,48:11.0,"$15,000-$24,999",5+,panama city,US,fl,cohabitating,357,b7ef64ff462b586698d5376459eddaac,1963,53
1258,female,35:00.5,03:11.0,"$25,000-$39,999",5+,fort worth,US,tx,married,1909,ebfa344a19dca333cc301fe33ad5aa1f,1985,31
1259,male,22:53.2,18:13.0,"Less than $10,000",5+,coimbatore,IN,tn,married,280,28aac9cc4c86015de54f551e0b54abc1,1971,45
1260,male,48:59.9,48:12.0,"$25,000-$39,999",2,albuquerque,US,nm,single,47,7fd82dcf43c69992c10a61408df6fe88,1992,24
1261,male,37:05.3,33:11.0,"Less than $10,000",1,spotsylvania,US,va,single,234,0ab861b26af75e4ae3dd01ae5d023131,1991,25
1262,female,24:12.3,18:12.0,"$40,000-$59,999",5+,winston-salem,US,nc,married,360,e4d3f9d93f98436fef89fc6cef8ef9d2,1985,31
1263,male,15:17.6,03:27.0,"$15,000-$24,999",3,washington county,US,or,single,710,19942d3715d508bf3b8ad735e3b9e3e0,1989,27
1264,female,52:12.6,48:12.0,"$10,000-$14,999",5+,chennai,IN,tn,single,240,ee28293eaaa073454a50da16decf4f77,1991,25
1265,female,35:14.7,33:18.0,"$15,000-$24,999",5+,richmond,US,va,married,116,4890d77bf54bf9ae5ae4d03ae3817fa3,1982,34
1266,female,29:21.9,18:19.0,"$25,000-$39,999",2,panama city,US,fl,married,662,749096c01e47856975ca2fc126fa553e,1990,26
1267,female,08:01.0,03:12.0,"$60,000-$74,999",4,shreveport,US,la,married,288,0ecf379ae2991e99182c4c3e31943442,1965,51
1268,female,07:02.2,48:12.0,"$10,000-$14,999",3,?,TH,?,married,1130,dee20bb7ed68cbebeba89b46f16ed656,1985,31
1269,male,36:16.5,33:15.0,"Less than $10,000",4,vellore,IN,tn,single,181,babd252c3dd6dd8baaea0ec4dcfea214,1990,26
1270,male,19:01.3,18:17.0,"$25,000-$39,999",2,edmonton,CA,ab,cohabitating,44,2079117596700085d2833f60edf0969d,1995,21
1271,female,10:31.7,03:17.0,"$60,000-$74,999",3,dalton,US,ga,divorced,434,f933c52d490e833abf88a7055e3b2ccc,1984,32
1272,female,51:36.7,48:13.0,"$40,000-$59,999",2,ogden,US,ut,married,203,23671f6d5e1113387dd3f0306ff098ae,1989,27
1273,female,39:24.4,33:16.0,"$25,000-$39,999",3,erode,IN,tn,engaged,368,201d8d73939e847a27e7192f3ba687bc,1980,36
1274,female,33:59.9,03:19.0,"$40,000-$59,999",2,state college,US,pa,cohabitating,1840,b830631b25ead3c18a73c8b0f9609555,1993,23
1275,female,19:01.1,18:17.0,"Less than $10,000",1,huntsville,US,al,single,44,890de9b6bd929e971a09c703cf51317e,1991,25
1276,male,52:10.4,48:18.0,"Less than $10,000",2,naucalpan,MX,mex,single,3832,daf2b16b9d8764a56b415af70cc42f3d,1995,21
1277,female,50:23.4,48:20.0,"$25,000-$39,999",3,keizer,US,or,married,123,0968e2268974db37452a06a883157cd7,1987,29
1278,male,42:41.3,18:13.0,"$15,000-$24,999",1,rancho santa margarita,US,ca,single,8668,fb3fb16ad7c99df0284614ce74999090,1992,24
1279,female,36:41.1,33:19.0,"$75,000-$99,999",5+,?,US,?,married,202,49d4d0cede31a0e8a5d62906b1871ddc,1979,37
1280,female,30:37.0,18:17.0,"$60,000-$74,999",2,shawnee,US,ks,married,740,3d520347ef8be4a25eeb690ff34f9a0a,1966,50
1281,female,03:57.9,03:17.0,"$100,000 or more",3,winter springs,US,fl,cohabitating,40,76535e9c242815d9152ccc51d670c90e,1966,50
1282,male,46:36.5,33:24.0,"$10,000-$14,999",4,lucknow,IN,up,single,792,0c22b2db49cfb0c7234fd905b669d807,1998,18
1283,male,28:06.1,18:13.0,"$25,000-$39,999",3,morton,US,il,single,593,651714f2196462447a4080809518da4d,1972,44
1284,male,07:15.1,03:14.0,"$25,000-$39,999",1,benicia,US,ca,single,241,b6f3b853309e6a3a41d62f10962cfaed,1974,42
1285,male,49:07.4,48:14.0,"$60,000-$74,999",5+,surrey,CA,bc,single,53,311c31aa63b0408fe66ed59f303a9538,1994,22
1286,female,45:28.2,33:12.0,"$10,000-$14,999",1,colorado springs,US,co,single,736,202cba4dccf1538d80648174c6184537,1965,51
1287,female,05:42.6,03:15.0,"$10,000-$14,999",4,san diego,US,ca,single,147,3e24750deb3d82799bced4b315138f1e,1988,28
1288,female,52:18.4,48:13.0,"$25,000-$39,999",2,san diego,US,ca,cohabitating,245,6481b22fc0b4c1662199eaa97698ee55,1978,38
1289,female,33:57.3,33:12.0,"$75,000-$99,999",2,durham,US,nc,married,45,deda248159a4c292bdb7d0749476d81f,1986,30
1290,female,22:26.9,18:14.0,"$10,000-$14,999",1,grove city,US,pa,single,252,eab3574d0b91dab0091730850104b522,1988,28
1291,male,04:46.6,03:15.0,"$100,000 or more",5+,freeport,US,ny,married,91,b52354cb2366a3134c8b3eb0cc180425,1968,48
1292,female,49:38.0,48:14.0,"$10,000-$14,999",2,sweetwater,US,tx,single,84,7799ca418f78d690026c0dc605187684,1995,21
1293,female,36:05.3,33:16.0,"$100,000 or more",4,rancho palos verdes,US,ca,married,169,8a0aec2eafa2e52de982d832a6a076d1,1979,37
1294,female,19:38.5,18:16.0,"$25,000-$39,999",2,beaver dam,US,wi,cohabitating,82,117df097f451433c326c0880e131dad1,1994,22
1295,male,06:15.9,03:17.0,"$10,000-$14,999",5+,hyderabad,IN,ap,married,178,83377906243a934566ed72830e351980,1984,32
1296,male,57:48.9,48:17.0,"$60,000-$74,999",5+,charleston,US,wv,married,571,0c5e6263c5affebe2a95440a0e06176f,1987,29
1297,female,35:24.0,33:14.0,"$40,000-$59,999",2,san antonio,US,tx,cohabitating,130,22f9a981e9f9b0a1b7b95e89f3ff4f32,1986,30
1298,female,25:45.3,18:34.0,"$60,000-$74,999",2,lafayette,US,in,married,431,81439ca43f7a392f71909d6c303c3513,1956,60
1299,male,04:02.0,03:17.0,"$10,000-$14,999",2,sacramento,US,ca,single,45,22345f5426f8744e96a7d3d7e13173e0,1993,23
1300,female,49:23.3,48:16.0,"$40,000-$59,999",5+,ashland,US,mt,married,67,fdaf2f2f998ad023a8405e101f8dff92,1985,31
1301,male,40:38.4,33:19.0,"Less than $10,000",1,chicago,US,il,single,439,ffc72f794fa2a1c4485aa616f2dcd5d3,1989,27
1302,male,19:24.7,18:19.0,"$40,000-$59,999",1,san antonio,US,tx,single,65,21edbb25d378af5dc1ed277d6871e17c,1985,31
1303,male,05:48.0,03:13.0,"$25,000-$39,999",3,bell,US,ca,married,154,e12d5d01bb0a6271ff6278b23c495938,1978,38
1304,female,54:14.4,48:15.0,"$25,000-$39,999",3,escondido,US,ca,single,359,321b21af21e705a110570add8d5a5708,1997,19
1305,female,34:03.6,33:14.0,"$40,000-$59,999",3,?,US,?,cohabitating,49,39c03d3b128d6632eb3d9fc5041e3813,1989,27
1306,female,21:36.0,18:14.0,"$40,000-$59,999",5+,mount horeb,US,wi,married,201,9f126d0f2ba7360bc0fa9f93ca8de8c1,1976,40
1307,female,03:57.7,03:11.0,"$60,000-$74,999",2,norwich,US,ct,single,46,c65bfbb248b4fb1337fdc6edaee0f8c4,1980,36
1308,male,55:45.7,48:13.0,"$100,000 or more",4,hilton head island,US,sc,married,452,4a7e86ead6d654b9404946104e051824,1981,35
1309,female,34:20.9,33:14.0,"$10,000-$14,999",4,recife,BR,pe,single,66,b01750bde4dc743ce2525664963d3333,1998,18
1310,male,23:49.8,18:14.0,"$60,000-$74,999",3,caracas,VE,a,single,335,3ff3d7d7d8e450f16f13dc2011d4241a,1991,25
1311,male,05:53.1,03:14.0,"$25,000-$39,999",3,waupun,US,wi,married,159,e318c3a8015f0384f9c2a9007484195b,1988,28
1312,male,02:20.3,03:15.0,"$40,000-$59,999",5+,rock hill,US,sc,married,10745,dc9d8b8a68c3a4d32e769a81bc2cec85,1981,35
1313,female,48:55.6,48:14.0,"$40,000-$59,999",2,des moines,US,ia,divorced,41,cb2a7a5c76d91eb021a8fae1f362e226,1981,35
1314,female,33:52.6,33:16.0,"$25,000-$39,999",2,hagerstown,US,md,single,36,62036073cd288581c976289e4ce72151,1977,39
1315,female,26:50.7,18:18.0,"Less than $10,000",3,chennai,IN,tn,married,512,e461fe530ddd947492ce561ef4d5bd64,1989,27
1316,male,04:43.6,03:15.0,"$40,000-$59,999",5+,sandusky,US,oh,married,88,026042723dd2f1fc0ce86407c92f2e6a,1986,30
1317,male,56:31.1,48:14.0,"$75,000-$99,999",3,goldsboro,US,nc,single,497,75df5cc2b753eac05494d9e862d6d95c,1989,27
1318,female,34:39.5,33:14.0,"Less than $10,000",2,athens,GR,a1,cohabitating,85,c14584137ccf7928fef86f0c9a6eecd2,1990,26
1319,male,21:12.6,,"$25,000-$39,999",3,batesville,US,ar,married,,65a80f85ee1c5f64a14093da64a1a415,1959,57
1320,male,21:10.1,18:18.0,"$25,000-$39,999",3,batesville,US,ar,married,172,65a80f85ee1c5f64a14093da64a1a415,1959,57
1321,female,04:59.5,03:17.0,"$60,000-$74,999",3,thunder bay,CA,on,married,102,cdf8df215ee218e46faa288fffae2a07,1990,26
1322,male,03:31.7,48:14.0,"$40,000-$59,999",2,chicago,US,il,cohabitating,4517,64517beb10bf78f815ca16c9bba0dc52,1985,31
1323,female,51:06.1,48:15.0,"$60,000-$74,999",3,louisville,US,ky,single,171,86a2924374afd6cc756a54fd415b1557,1996,20
1324,female,42:02.0,33:14.0,"Less than $10,000",1,catania,IT,ct,married,4128,25cc88c8c1361dc7fda1e2684539ff8a,1965,51
1325,female,34:33.5,33:14.0,"$40,000-$59,999",2,morgantown,US,wv,cohabitating,79,25e62fbc710b9f326b5deec8cc8fc44e,1991,25
1326,male,21:36.3,18:14.0,"$10,000-$14,999",2,?,IN,?,single,202,990de65f161b1fb40db204d139c0ea38,1994,22
1327,female,19:21.6,18:15.0,"$100,000 or more",2,san francisco,US,ca,married,66,6334901a9450582e456966c0928601a6,1971,45
1328,female,08:54.9,48:11.0,"$40,000-$59,999",4,south bend,US,in,married,1243,2c8084d61e8230bb7655dfff4d78cdda,1974,42
1329,male,04:19.2,03:13.0,"$25,000-$39,999",4,bilbao,ES,bi,single,66,011b9d357863c39f9db7f2751cfe0a51,1989,27
1330,male,37:10.4,33:11.0,"Less than $10,000",3,dhaka,BD,?,married,239,9aff520740d49d67a2efa7344665c8fe,1971,45
1331,female,22:34.3,18:13.0,"Less than $10,000",5+,chennai,IN,tn,married,261,960f484d8520227ee9a5f5fd5bf4d749,1984,32
1332,male,07:05.5,03:12.0,"Less than $10,000",3,?,MK,?,married,233,ce3924be861964e8337a917d3e85dba1,1986,30
1333,female,54:08.7,48:12.0,"Less than $10,000",4,dharwad,IN,ka,married,356,81cf2799e861a16c7a01f58e4931eea5,1971,45
1334,male,37:43.5,33:13.0,"Less than $10,000",4,bangalore,IN,ka,single,270,4df96f91c8e80c567be6e17f17b4fa83,1986,30
1335,female,24:28.8,18:14.0,"$10,000-$14,999",2,marsciano,IT,pg,married,374,413f0a99b088376ab5079da6d4522332,1984,32
1336,male,16:42.4,03:13.0,"$40,000-$59,999",5+,athens,GR,a1,single,809,36ef09bd3da1d059529e86ecd022ba98,1990,26
1337,male,49:25.4,48:14.0,"Less than $10,000",4,lleida,ES,ct,single,71,fb005309203bc8d84db86151872e9cd5,1996,20
1338,female,35:07.7,33:13.0,"$10,000-$14,999",3,?,IN,?,married,114,91bcd39cdec6a81030bc4d04e6c6dd1c,1978,38
1339,male,22:11.1,18:15.0,"$75,000-$99,999",2,los angeles,US,ca,cohabitating,236,1e31723e90a79fe2c3028fa9be9cf3c1,1981,35
1340,female,05:05.9,03:14.0,"Less than $10,000",3,chennai,IN,tn,divorced,111,77999b7ee227adf391456709034fe5aa,1990,26
1341,female,59:35.9,48:16.0,"$15,000-$24,999",4,montgomery,US,al,cohabitating,679,364d6fdaa42759614b9152a9d621d962,1961,55
1342,male,35:35.6,33:13.0,"Less than $10,000",4,dharwad,IN,ka,married,142,fe35736d0320d17842e95bc6dc8a8a82,1973,43
1343,male,22:53.9,18:13.0,"Less than $10,000",2,chennai,IN,tn,married,280,a13f23143af6752d554b79d2e97a48a0,1987,29
1344,male,08:48.0,03:12.0,"$75,000-$99,999",3,conway,US,ar,married,336,3bb7522fa2f033be64f360070dfe431d,1984,32
1345,female,51:14.3,48:12.0,"$10,000-$14,999",4,pune,IN,mh,married,182,e400003d76fafae67f86a7cdfa912f17,1982,34
1346,male,50:57.2,33:13.0,"$100,000 or more",1,redmond,US,wa,single,1064,5b776daa53171206203ae2fe1b588252,1970,46
1347,male,21:59.3,18:12.0,"$60,000-$74,999",3,pinellas park,US,fl,married,227,345605e083b24b6e07dd6b790421e0d7,1973,43
1348,female,06:49.4,03:13.0,"$60,000-$74,999",3,clinton,US,ia,married,216,3d79834ec2fb584a07fcbfdfc06bbe84,1974,42
1349,male,05:52.6,48:12.0,"$100,000 or more",2,derby,US,ct,married,4660,67534f9c25a3ae11da5aeb4c5a2f7772,1984,32
1350,female,56:55.1,18:13.0,"$15,000-$24,999",1,cebu,PH,ceb,single,2322,6d2da5d9b96225d39271d4f80c16242c,1976,40
1351,female,50:17.5,48:13.0,"Less than $10,000",3,coimbatore,IN,tn,married,124,f836573316427560f5baf4e1e2cf7469,1958,58
1352,female,34:28.2,33:12.0,"$10,000-$14,999",1,metairie,US,la,single,76,12ba6a7615bb44ee9daf2f12fcb40e3c,1990,26
1353,male,11:01.5,03:12.0,"$100,000 or more",2,irvine,US,ca,engaged,469,e8d7efee0e71c9dcab9b893848f2fdbe,1983,33
1354,female,35:02.9,33:12.0,"$25,000-$39,999",4,melbourne,AU,vic,married,110,1345a262375786d055b82ef1311802c0,1979,37
1355,female,20:06.5,18:14.0,"$10,000-$14,999",4,houston,US,tx,single,112,8258fc40fd2995ebfcd0ab73732da675,1988,28
1356,female,04:40.2,03:13.0,"$15,000-$24,999",2,lafayette,US,la,single,87,61e3845e22ffd94ef97cc07a5c31846b,1993,23
1357,female,50:01.0,48:15.0,"$25,000-$39,999",2,ceres,US,ca,married,106,94cbd68b38a1c2cc48fa365a935193ce,1989,27
1358,male,38:26.4,33:12.0,"$25,000-$39,999",4,pittsburgh,US,pa,married,314,6698091cbc7350db37bfe104416584a7,1981,35
1359,female,20:52.2,18:12.0,"$40,000-$59,999",3,chicago,US,il,married,160,88d8f03c15b0b50532df2d5ca12cb47d,1986,30
1360,female,11:11.1,03:30.0,"$25,000-$39,999",3,albany,US,ny,married,461,9f431f8cab8b30a83053f899501bbc9b,1992,24
1361,female,48:37.0,48:12.0,"$60,000-$74,999",2,chicago,US,il,married,25,5d1f41b9d1105ce2815c9cfda985defe,1988,28
1362,male,41:51.2,33:12.0,"$25,000-$39,999",3,cedartown,US,ga,married,519,9dff59acae8bfc97840ce07c94785177,1986,30
1363,female,19:38.4,18:13.0,"$15,000-$24,999",5+,gresham,US,or,cohabitating,85,42345fde762bde539c0be7b918875f27,1978,38
1364,male,04:03.6,03:13.0,"$60,000-$74,999",2,cincinnati,US,oh,married,50,cca3babf7dfbe64ef6487653023e3960,1943,73
1365,female,49:29.2,48:13.0,"$15,000-$24,999",1,bakersfield,US,ca,single,76,43cb2cca83b0d6151427a1f84276abba,1986,30
1366,male,35:58.3,33:12.0,"Less than $10,000",2,valera,VE,t,single,166,0158d3cd8bde26d04768d8930249bc02,1987,29
1367,female,29:56.2,18:12.0,"$25,000-$39,999",3,onslow county,US,nc,single,4304,b9a23925e05148cf5c02bf77cd81a120,1979,37
1368,female,29:55.7,18:12.0,"$40,000-$59,999",3,kansas city,US,mo,single,703,9f32d00158698760b5c8c98aee7802ec,1988,28
1369,female,09:52.1,03:13.0,"$15,000-$24,999",2,west jordan,US,ut,engaged,399,c08d8a60b8861c10ff3b78cdc2b61fca,1973,43
1370,male,50:54.8,48:13.0,"$25,000-$39,999",1,moses lake,US,wa,single,161,c974380fe6c8b089193d0caa8b225dfc,1989,27
1371,female,46:43.1,33:13.0,"$25,000-$39,999",1,blanchester,US,oh,single,810,d55398bb2bdaa799d994f0a4dbb84388,1979,37
